ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Ligand_SMILES,Ligand_InChIKey,Structure_Status,Structure_Source,Ligand_Scaffold,Label_Contradiction_Flag,Structure_Missing_Flag,Quality_Status,Condition_Outcome_Conflict_Flag
760,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,DMA,Nessuno,120,24.0,0.1,0.125,0.8,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,6-naphthalenedicarboxylic acid carbossilati aromatici",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,RXOHFPCZGPKIRD-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc2ccccc2c1,False,False,INCLUDE,False
761,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,H2O,Nessuno,120,36.0,0.1,0.05,2.0,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
762,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,80,24.0,1.0,5.0,0.2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) carbossilati aromatici",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
764,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,80,12.0,0.05,0.033,1.5,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dimethyl-4,4'-bipyrazole bipyrazole",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,Cc1[nH]ncc1-c1cn[nH]c1C,ZVNSWSVGKRBZEV-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
765,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DEF,Nessuno,80,4.0,1.0,3.03,0.33,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
767,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,H2O/EtOH,Nessuno,180,18.0,0.5,1.0,0.5,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) carbossilati aromatici",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,O=C(O)c1cc(O)c(C(=O)O)cc1O,OYFRNYNHAZOYNF-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
769,Fumaric acid,Carbossilati aromatici,Al,Al(NO3)3·9H2O,MeOH,Nessuno,180,18.0,0.05,0.042,1.2,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid carbossilati aromatici,9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61,O=C(O)C=CC(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,resolved,PubChem PUG REST,O=C(O)C=CC(=O)O,False,False,INCLUDE,False
770,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,140,36.0,0.05,0.1,0.5,Room Temperature,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) carbossilati aromatici",6.0,nitrate,2.0,12.0,24.305,2.0,3.0,s,1.31,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
771,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,80,24.0,0.5,0.333,1.5,Solvothermal,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) carbossilati aromatici",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,O=C(O)c1cc(O)c(C(=O)O)cc1O,OYFRNYNHAZOYNF-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
772,Benzimidazole,Imidazolati,Cd,Cd(NO3)2·4H2O,H2O/EtOH,Nessuno,120,18.0,0.5,2.5,0.2,Microwave,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,benzimidazole imidazolati,4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,c1ccc2[nH]cnc2c1,HYZJCKYKOHLVJF-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc2[nH]cnc2c1,False,False,INCLUDE,False
773,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,H2O/EtOH,Nessuno,150,4.0,0.1,0.1,1.0,Sonochemical,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dimethyl-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1[nH]ncc1-c1cn[nH]c1C,ZVNSWSVGKRBZEV-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
774,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,H2O/EtOH,Nessuno,80,72.0,0.2,0.4,0.5,Sonochemical,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
776,"3-amino-4,4'-bipyrazole",Bipyrazole,Zr,ZrOCl2·8H2O,H2O/EtOH,Nessuno,120,48.0,1.0,0.5,2.0,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
777,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,MeOH,Nessuno,180,36.0,2.0,2.5,0.8,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) carbossilati aromatici",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
778,"1,2,4-Triazole",Triazole,Fe,Fe(NO3)3·9H2O,DMA,Nessuno,150,18.0,0.2,0.606,0.33,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,2,4-triazole triazole",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,c1nc[nH]n1,NSPMIYGKQJPBQR-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nc[nH]n1,False,False,INCLUDE,False
779,Fumaric acid,Carbossilati aromatici,Cu,Cu(NO3)2·3H2O,DEF,Nessuno,100,24.0,0.05,0.033,1.5,Sonochemical,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid carbossilati aromatici,3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,O=C(O)C=CC(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,resolved,PubChem PUG REST,O=C(O)C=CC(=O)O,False,False,INCLUDE,False
780,Fumaric acid,Carbossilati aromatici,Zr,ZrCl4,DMF/H2O,Nessuno,180,72.0,0.05,0.25,0.2,Microwave,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,fumaric acid carbossilati aromatici,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,O=C(O)C=CC(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,resolved,PubChem PUG REST,O=C(O)C=CC(=O)O,False,False,INCLUDE,False
781,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMA,Nessuno,120,48.0,1.0,1.25,0.8,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
782,2-Methylimidazole,Imidazolati,Cd,Cd(NO3)2·4H2O,H2O/EtOH,Nessuno,140,36.0,1.0,1.25,0.8,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole imidazolati,4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Cc1ncc[nH]1,LXBGSDVWAMZHDD-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1c[nH]cn1,False,False,INCLUDE,False
783,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Cu,Cu(NO3)2·3H2O,DMF/H2O,Nessuno,100,4.0,0.05,0.033,1.5,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) carbossilati aromatici",3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,O=C(O)c1cc(O)c(C(=O)O)cc1O,OYFRNYNHAZOYNF-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
784,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Al,AlCl3·6H2O,DMF,Nessuno,120,48.0,0.05,0.025,2.0,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) carbossilati aromatici",6.0,chloride,3.0,13.0,26.982,13.0,3.0,p,1.61,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
785,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,H2O,Nessuno,140,24.0,0.1,0.1,1.0,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dimethyl-4,4'-bipyrazole bipyrazole",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,Cc1[nH]ncc1-c1cn[nH]c1C,ZVNSWSVGKRBZEV-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
786,"1,2,4-Triazole",Triazole,Cu,Cu(OAc)2·H2O,H2O,Nessuno,60,24.0,0.05,0.05,1.0,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,2,4-triazole triazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,c1nc[nH]n1,NSPMIYGKQJPBQR-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nc[nH]n1,False,False,INCLUDE,False
787,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Nessuno,25,36.0,0.5,0.5,1.0,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,5-dihydroxyterephthalic acid (h4dobdc) carbossilati aromatici",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,O=C(O)c1cc(O)c(C(=O)O)cc1O,OYFRNYNHAZOYNF-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
788,2-Methylimidazole,Imidazolati,Al,Al(NO3)3·9H2O,DMF/H2O,Nessuno,140,12.0,1.0,0.5,2.0,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole imidazolati,9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61,Cc1ncc[nH]1,LXBGSDVWAMZHDD-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1c[nH]cn1,False,False,INCLUDE,False
790,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Zr,ZrCl4,DEF,Nessuno,25,18.0,0.05,0.152,0.33,Sonochemical,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (bpdc) carbossilati aromatici",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,NEQFBGHQPUXOFH-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc(-c2ccccc2)cc1,False,False,INCLUDE,False
791,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF,Nessuno,60,4.0,0.05,0.033,1.5,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (bpdc) carbossilati aromatici",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,NEQFBGHQPUXOFH-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc(-c2ccccc2)cc1,False,False,INCLUDE,False
792,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Mg,Mg(NO3)2·6H2O,MeOH,Nessuno,140,24.0,1.0,1.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"2,6-naphthalenedicarboxylic acid carbossilati aromatici",6.0,nitrate,2.0,12.0,24.305,2.0,3.0,s,1.31,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,RXOHFPCZGPKIRD-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc2ccccc2c1,False,False,INCLUDE,False
793,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Cu,Cu(NO3)2·3H2O,H2O/EtOH,Nessuno,150,36.0,0.1,0.1,1.0,Sonochemical,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (bpdc) carbossilati aromatici",3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,NEQFBGHQPUXOFH-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc(-c2ccccc2)cc1,False,False,INCLUDE,False
794,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,H2O/EtOH,Nessuno,180,48.0,1.0,2.0,0.5,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
795,2-Methylimidazole,Imidazolati,Cu,Cu(OAc)2·H2O,DMF,Nessuno,25,12.0,0.1,0.067,1.5,Microwave,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole imidazolati,1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1ncc[nH]1,LXBGSDVWAMZHDD-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1c[nH]cn1,False,False,INCLUDE,False
796,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrOCl2·8H2O,DMA,Nessuno,140,18.0,0.5,1.515,0.33,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
797,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,H2O/EtOH,Nessuno,180,4.0,2.0,2.0,1.0,Sonochemical,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) carbossilati aromatici",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
800,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Zr,ZrCl4,H2O,Nessuno,150,12.0,1.0,5.0,0.2,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4,4'-biphenyldicarboxylic acid (bpdc) carbossilati aromatici",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,NEQFBGHQPUXOFH-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccc(-c2ccccc2)cc1,False,False,INCLUDE,False
801,2-Methylimidazole,Imidazolati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,12.0,0.5,0.625,0.8,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-methylimidazole imidazolati,1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1ncc[nH]1,LXBGSDVWAMZHDD-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1c[nH]cn1,False,False,INCLUDE,False
802,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DEF,Nessuno,140,36.0,2.0,2.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
803,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3·6H2O,DMF/H2O,Nessuno,180,72.0,0.5,0.417,1.2,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dimethyl-4,4'-bipyrazole bipyrazole",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,Cc1[nH]ncc1-c1cn[nH]c1C,ZVNSWSVGKRBZEV-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
804,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,H2O,Nessuno,180,18.0,1.0,2.0,0.5,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
