ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Source_Type,Source_Record_ID,PXRD_Confirmed,Evidence,Ligand_SMILES,Ligand_InChIKey,Future_Training_Status,Condition_Group_ID,Microwave_Power_W,Microwave_Power_Range,Heating_Ramp_min,Hold_Time_min,Cooling_Time_min,Sonication_Power_W,Sonication_Duration_min,Post_Heating_C,Post_Heating_Time_h
MOFs_212,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,160,100.0,0.1827,0.1029,1.7755102,Solvothermal,0,24.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,legacy_project_dataset,MOFs_212,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_214,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,160,24.0,1.2,0.6,2.0,Solvothermal,0,50.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,legacy_project_dataset,MOFs_214,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_217,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_217,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_218,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,ButOH,Nessuno,130,48.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_218,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_219,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,ButOH,Nessuno,110,72.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_219,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_220,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,120,3.0,0.5,0.5,1.0,Solvothermal,0,7.5,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_220,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_221,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,25,24.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_221,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_222,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,70,72.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_222,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_223,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,80,3.0,0.5,0.5,1.0,Solvothermal,0,7.5,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_223,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_224,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,NH3 30%,Nessuno,110,24.0,0.2,0.5,0.4,Solvothermal,0,2.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_224,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_225,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,,Nessuno,110,24.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_225,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_226,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,110,48.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_226,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_227,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/H2O,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,0,6.7,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_227,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_228,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,DMF/H2O,Nessuno,160,24.0,0.1218,0.0687,1.77292576,Solvothermal,0,16.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_228,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_229,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/H2O,Nessuno,160,24.0,0.1218,0.0687,1.77292576,Solvothermal,0,16.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_229,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_230,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,DMF/H2O,Nessuno,160,24.0,0.24,0.13,1.84615385,Solvothermal,0,16.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_230,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_231,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/H2O,Nessuno,100,72.0,0.24,0.24,1.0,Solvothermal,0,14.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_231,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_232,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,DMF/H2O,Nessuno,100,72.0,0.24,0.24,1.0,Solvothermal,0,14.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",3.0,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_232,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_233,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF,Nessuno,120,24.0,0.2,0.1,2.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,MOFs_233,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_234,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3,DMF,Nessuno,120,24.0,0.2,0.1,2.0,Solvothermal,0,10.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",0.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,MOFs_234,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_235,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Mn,MnCl2·4H2O,,Nessuno,100,24.0,0.2,0.2,1.0,Solvothermal,0,5.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,chloride,2.0,25.0,54.938,7.0,4.0,d,1.55,legacy_project_dataset,MOFs_235,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_236,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,ButOH,Nessuno,130,48.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_236,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_237,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,ButOH,Nessuno,110,72.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_237,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_238,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,120,3.0,0.5,0.5,1.0,Solvothermal,0,7.5,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_238,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_239,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_239,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_240,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,25,24.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_240,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_241,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,EtOH,Nessuno,70,72.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_241,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_242,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,Mesitilene,Nessuno,25,24.0,0.2,0.2,1.0,Solvothermal,0,2.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_242,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_243,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF,Nessuno,160,24.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_243,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_244,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_244,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_245,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF,Nessuno,65,96.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_245,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_246,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,110,48.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_246,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_247,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF/H2O,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,0,6.7,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_247,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_248,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF/H2O,Nessuno,160,24.0,0.24,0.13,1.84615385,Solvothermal,0,16.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_248,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_249,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,140,24.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_249,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_250,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,25,72.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_250,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_251,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF,Nessuno,85,72.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,MOFs_251,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_252,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,160,24.0,0.24,0.13,1.84615385,Solvothermal,0,16.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,MOFs_252,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_253,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,DMF/H2O,Nessuno,160,72.0,0.2,0.2,1.0,Solvothermal,2,13.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,MOFs_253,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_254,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,160,72.0,0.2,0.2,1.0,Solvothermal,2,13.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,MOFs_254,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_255,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,48.0,0.2,0.1,2.0,Solvothermal,2,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-dimepz-4-cooh pyrazole carbossilati",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_255,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_256,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,72.0,1.0,0.5,2.0,Solvothermal,2,100.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-dimepz-4-cooh pyrazole carbossilati",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_256,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_257,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,25,48.0,0.2,0.1,2.0,Solvothermal,1,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-dimepz-4-cooh pyrazole carbossilati",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,MOFs_257,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_258,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,H2O,Nessuno,25,48.0,0.2,0.1,2.0,Solvothermal,0,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-dimepz-4-cooh pyrazole carbossilati",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,MOFs_258,,,,,FROZEN_V8_RECORD,,,,,,,,,,
MOFs_259,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,25,48.0,0.2,0.1,2.0,Solvothermal,2,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,5-dimepz-4-cooh pyrazole carbossilati",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,MOFs_259,,,,,FROZEN_V8_RECORD,,,,,,,,,,
